K,cluster,probability_cut,n_selected,selected_fraction,channel2_3_fraction,c2,c2_err,c2_significance
4,1,0.5,63504,0.30354769939676685,0.620275888133031,-3.121173115600549e-05,0.4083339750136233,-7.643677250947381e-05
4,1,0.6,62176,0.297199889104519,0.6207379053010808,-2.6831370519667666e-05,0.4082208460331859,-6.572758539990492e-05
4,1,0.7,60783,0.29054138026634035,0.6204530872118849,-2.6819445752345112e-05,0.40831006344458876,-6.568401847872834e-05
4,1,0.8,59022,0.28212383966043036,0.6208024126596862,-2.6110810186746243e-05,0.4083244860881226,-6.394622677884455e-05
4,1,0.9,56311,0.26916532030630097,0.6209443980749765,-3.094429913381675e-05,0.40829653249943165,-7.578878748831849e-05
